Index,Survey ID,Eater Type,"Motivation
Animal Protection","Motivation
Concern for the Environment","Motivation
Cost","Motivation
Health","Motivation
Religious or Spiritual Beliefs","Motivation
Social influence (from friends, family, significant other, etc.)","Motivation
Social justice or world hunger","Motivation
Taste preferences","Motivation
Wanting to follow a food trend","Motivation
Feelings of disgust about meat",Age Transitioned to Veg'nism,Gender,State,Education,Political,Race/Ethnicity,Religion
1259,11361,Omnivore,,,,,,,,,,,,Male,West Virginia,Bachelor’s degree,Moderately Liberal,Other race/ethnicity (including two or more),Jewish
1260,11384,Omnivore,,,,,,,,,,,,Female,California,"Some education after high school, no degree",Moderately Liberal,White,Do not actively practice a religion
1261,11394,Omnivore,,,,,,,,,,,,Female,West Virginia,Bachelor’s degree,Neutral/Centrist,"Hispanic, Latino, or Spanish origin","Christian (Catholic, Protestant, etc.)"
1262,11395,Omnivore,,,,,,,,,,,,Female,Puerto Rico,Associate’s degree,Strongly Liberal,White,Do not actively practice a religion
1263,11412,Omnivore,,,,,,,,,,,,Male,Arizona,Bachelor’s degree,Moderately Liberal,White,Do not actively practice a religion
1264,11434,Omnivore,,,,,,,,,,,,Female,Minnesota,Bachelor’s degree,Neutral/Centrist,White,"Christian (Catholic, Protestant, etc.)"
1265,11436,Omnivore,,,,,,,,,,,,Female,West Virginia,Associate’s degree,Neutral/Centrist,White,Do not actively practice a religion
1266,11459,Omnivore,,,,,,,,,,,,Female,Colorado,High school diploma (or equivalent),Moderately Liberal,"Christian (Catholic, Protestant, etc.)",Do not actively practice a religion
1267,11474,Omnivore,,,,,,,,,,,,Female,Pennsylvania,Bachelor’s degree,Strongly Liberal,White,Other religion (including two or more)
1268,11479,Omnivore,,,,,,,,,,,,Female,California,Bachelor’s degree,Neutral/Centrist,"Christian (Catholic, Protestant, etc.)",Do not actively practice a religion
1269,11483,Omnivore,,,,,,,,,,,,Female,California,High school diploma (or equivalent),Neutral/Centrist,White,Do not actively practice a religion
1270,11491,Omnivore,,,,,,,,,,,,Female,Connecticut,High school diploma (or equivalent),Neutral/Centrist,White,"Christian (Catholic, Protestant, etc.)"
1271,11499,Vegan,Very Strong,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,24,Male,Maine,Associate’s degree,Neutral/Centrist,White,Do not actively practice a religion
1272,11512,Omnivore,,,,,,,,,,,,Male,Hawaii,Bachelor’s degree,Moderately Conservative,White,"Christian (Catholic, Protestant, etc.)"
1273,11517,Omnivore,,,,,,,,,,,,Female,Oregon,Associate’s degree,Moderately Conservative,White,"Christian (Catholic, Protestant, etc.)"
1274,11521,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,27,Female,Washington,Bachelor’s degree,Moderately Liberal,White,"Christian (Catholic, Protestant, etc.)"
1275,11532,Omnivore,,,,,,,,,,,,Female,West Virginia,"Some education after high school, no degree",Moderately Liberal,White,Do not actively practice a religion
1276,11533,Omnivore,,,,,,,,,,,,Female,Minnesota,High school diploma (or equivalent),Strongly Conservative,White,"Christian (Catholic, Protestant, etc.)"
1277,11536,Omnivore,,,,,,,,,,,,Female,California,Bachelor’s degree,Neutral/Centrist,White,"Christian (Catholic, Protestant, etc.)"
1278,11539,Vegetarian,Very Strong,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,30,Male,Colorado,Graduate or professional degree,Moderately Liberal,White,Do not actively practice a religion
1279,11559,Vegetarian,Not at All,Not at All,Strong,Strong,Not at All,Not at All,Not at All,Strong,Not at All,Not at All,32,Female,Wyoming,Bachelor’s degree,Strongly Liberal,White,Do not actively practice a religion
1280,11560,Omnivore,,,,,,,,,,,,Male,North Carolina,Associate’s degree,Strongly Liberal,White,Do not actively practice a religion
1281,11561,Omnivore,,,,,,,,,,,,Female,Indiana,Graduate or professional degree,Moderately Liberal,White,"Christian (Catholic, Protestant, etc.)"
1282,11571,Omnivore,,,,,,,,,,,,Female,Washington,Graduate or professional degree,Neutral/Centrist,White,"Christian (Catholic, Protestant, etc.)"
1283,11578,Omnivore,,,,,,,,,,,,Female,Arizona,Bachelor’s degree,Neutral/Centrist,African American or Black,"Christian (Catholic, Protestant, etc.)"
1284,11590,Omnivore,,,,,,,,,,,,Female,West Virginia,Graduate or professional degree,Moderately Liberal,White,"Christian (Catholic, Protestant, etc.)"
1285,11598,Omnivore,,,,,,,,,,,,Male,Texas,"Some education after high school, no degree",Neutral/Centrist,White,"Christian (Catholic, Protestant, etc.)"
1286,11611,Omnivore,,,,,,,,,,,,Female,North Carolina,Graduate or professional degree,Neutral/Centrist,White,"Christian (Catholic, Protestant, etc.)"
1287,11635,Omnivore,,,,,,,,,,,,Male,New Hampshire,Associate’s degree,Strongly Conservative,White,"Christian (Catholic, Protestant, etc.)"
1288,11649,Omnivore,,,,,,,,,,,,Female,North Carolina,Bachelor’s degree,Neutral/Centrist,"Christian (Catholic, Protestant, etc.)",Hindu
1289,11653,Vegetarian,Not at All,Not at All,Not at All,Strong,Not at All,Not at All,Not at All,Mild,Not at All,Not at All,55,Male,California,Bachelor’s degree,Neutral/Centrist,White,"Christian (Catholic, Protestant, etc.)"
1290,11654,Omnivore,,,,,,,,,,,,Female,Arizona,Associate’s degree,Neutral/Centrist,White,Other religion (including two or more)
1291,11666,Vegetarian,Not at All,Not at All,Strong,Strong,Not at All,Not at All,Not at All,Strong,Not at All,Not at All,13,Female,West Virginia,Bachelor’s degree,Strongly Liberal,White,Do not actively practice a religion
1292,11675,Omnivore,,,,,,,,,,,,Male,California,Bachelor’s degree,Neutral/Centrist,"Christian (Catholic, Protestant, etc.)",Do not actively practice a religion
1293,11677,Omnivore,,,,,,,,,,,,Female,North Carolina,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
1294,11691,Vegetarian,Somewhat,Somewhat,Mild,Somewhat,Not at All,Not at All,Somewhat,Somewhat,Not at All,Somewhat,35,Female,North Carolina,"Some education after high school, no degree",Moderately Liberal,African American or Black,"Christian (Catholic, Protestant, etc.)"
1295,11694,Omnivore,,,,,,,,,,,,Female,Arizona,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
1296,11702,Omnivore,,,,,,,,,,,,Female,Massachusetts,Graduate or professional degree,Neutral/Centrist,African American or Black,"Christian (Catholic, Protestant, etc.)"
1297,11719,Omnivore,,,,,,,,,,,,Female,Montana,"Some education after high school, no degree",Moderately Liberal,Other race/ethnicity (including two or more),"Christian (Catholic, Protestant, etc.)"
1298,11720,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,15,Female,Oklahoma,Bachelor’s degree,Neutral/Centrist,White,"Christian (Catholic, Protestant, etc.)"
1299,11743,Omnivore,,,,,,,,,,,,Male,Kansas,Bachelor’s degree,Neutral/Centrist,White,Do not actively practice a religion
1300,11747,Omnivore,,,,,,,,,,,,Female,North Carolina,Graduate or professional degree,Neutral/Centrist,Native Hawaiian or other Pacific Islander,"Christian (Catholic, Protestant, etc.)"
1301,11763,Vegetarian,Mild,Not at All,Not at All,Very Strong,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,16,Female,Virginia,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
1302,11764,Omnivore,,,,,,,,,,,,Male,North Dakota,High school diploma (or equivalent),Neutral/Centrist,"Hispanic, Latino, or Spanish origin",Do not actively practice a religion
1303,11772,Omnivore,,,,,,,,,,,,Male,Texas,Bachelor’s degree,Moderately Liberal,White,Do not actively practice a religion
1304,11780,Omnivore,,,,,,,,,,,,Female,North Carolina,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
1305,11782,Omnivore,,,,,,,,,,,,Male,Pennsylvania,"Some education after high school, no degree",Strongly Liberal,White,Do not actively practice a religion
1306,11783,Omnivore,,,,,,,,,,,,Male,New Mexico,Graduate or professional degree,Strongly Liberal,White,Jewish
1307,11789,Omnivore,,,,,,,,,,,,Female,Minnesota,Bachelor’s degree,Neutral/Centrist,"Christian (Catholic, Protestant, etc.)",Hindu
1308,11791,Omnivore,,,,,,,,,,,,Female,Georgia,"Some education after high school, no degree",Neutral/Centrist,White,"Christian (Catholic, Protestant, etc.)"
1309,11794,Omnivore,,,,,,,,,,,,Male,California,Bachelor’s degree,Neutral/Centrist,White,"Christian (Catholic, Protestant, etc.)"
1310,11798,Omnivore,,,,,,,,,,,,Male,Oklahoma,Graduate or professional degree,Moderately Liberal,White,"Christian (Catholic, Protestant, etc.)"
1311,11806,Omnivore,,,,,,,,,,,,Female,New Mexico,Bachelor’s degree,Neutral/Centrist,White,Do not actively practice a religion
1312,11814,Omnivore,,,,,,,,,,,,Male,Texas,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
1313,11817,Omnivore,,,,,,,,,,,,Female,Puerto Rico,Bachelor’s degree,Moderately Liberal,White,"Christian (Catholic, Protestant, etc.)"
1314,11829,Omnivore,,,,,,,,,,,,Female,Indiana,Associate’s degree,Moderately Liberal,White,Do not actively practice a religion
1315,11866,Omnivore,,,,,,,,,,,,Female,Minnesota,Bachelor’s degree,Neutral/Centrist,White,"Christian (Catholic, Protestant, etc.)"
1316,11869,Vegetarian,Mild,Not at All,Not at All,Very Strong,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,20,Male,California,Bachelor’s degree,Strongly Liberal,White,Do not actively practice a religion
1317,11876,Omnivore,,,,,,,,,,,,Male,Arizona,Bachelor’s degree,Neutral/Centrist,White,Do not actively practice a religion
1318,11889,Omnivore,,,,,,,,,,,,Female,California,Graduate or professional degree,Moderately Liberal,White,Do not actively practice a religion
1319,11892,Omnivore,,,,,,,,,,,,Male,New York,High school diploma (or equivalent),Neutral/Centrist,White,Do not actively practice a religion
1320,11898,Omnivore,,,,,,,,,,,,Male,Minnesota,"Some education after high school, no degree",Neutral/Centrist,White,Other religion (including two or more)
1321,11905,Omnivore,,,,,,,,,,,,Female,North Carolina,Bachelor’s degree,Neutral/Centrist,White,Do not actively practice a religion
1322,11906,Omnivore,,,,,,,,,,,,Female,Minnesota,Graduate or professional degree,Neutral/Centrist,White,"Christian (Catholic, Protestant, etc.)"
1323,11908,Omnivore,,,,,,,,,,,,Male,California,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
1324,11918,Omnivore,,,,,,,,,,,,Female,Hawaii,Associate’s degree,Neutral/Centrist,African American or Black,Other religion (including two or more)
1325,11935,Omnivore,,,,,,,,,,,,Female,California,"Some education after high school, no degree",Moderately Liberal,African American or Black,"Christian (Catholic, Protestant, etc.)"
1326,11937,Omnivore,,,,,,,,,,,,Male,California,Graduate or professional degree,Neutral/Centrist,White,"Christian (Catholic, Protestant, etc.)"
1327,11942,Vegetarian,Mild,Not at All,Not at All,Very Strong,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,26,Female,California,"Some education after high school, no degree",Neutral/Centrist,"Hispanic, Latino, or Spanish origin",Do not actively practice a religion
1328,11943,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,23,Female,Oklahoma,Bachelor’s degree,Strongly Liberal,White,Do not actively practice a religion
1329,11955,Omnivore,,,,,,,,,,,,Male,Georgia,Graduate or professional degree,Moderately Liberal,White,Do not actively practice a religion
1330,11957,Omnivore,,,,,,,,,,,,Male,Puerto Rico,"Some education after high school, no degree",Moderately Conservative,White,Do not actively practice a religion
1331,11959,Omnivore,,,,,,,,,,,,Male,Alabama,Associate’s degree,Neutral/Centrist,White,Do not actively practice a religion
1332,11969,Omnivore,,,,,,,,,,,,Female,Montana,"Less than 12th grade, no diploma",Strongly Liberal,White,Do not actively practice a religion
1334,11981,Omnivore,,,,,,,,,,,,Female,Iowa,Bachelor’s degree,Moderately Liberal,White,Do not actively practice a religion
1335,11985,Omnivore,,,,,,,,,,,,Male,Puerto Rico,"Some education after high school, no degree",Moderately Conservative,White,"Christian (Catholic, Protestant, etc.)"
1336,11991,Omnivore,,,,,,,,,,,,Female,California,Graduate or professional degree,Neutral/Centrist,Other race/ethnicity (including two or more),Do not actively practice a religion
1338,12004,Omnivore,,,,,,,,,,,,Male,New York,Associate’s degree,Neutral/Centrist,White,"Christian (Catholic, Protestant, etc.)"
1339,12005,Omnivore,,,,,,,,,,,,Male,Rhode Island,Associate’s degree,Neutral/Centrist,White,Do not actively practice a religion
1340,12027,Omnivore,,,,,,,,,,,,Female,Kentucky,"Some education after high school, no degree",Moderately Liberal,White,"Christian (Catholic, Protestant, etc.)"
1343,12044,Omnivore,,,,,,,,,,,,Male,Hawaii,Bachelor’s degree,Neutral/Centrist,"Christian (Catholic, Protestant, etc.)",Hindu
1344,12048,Omnivore,,,,,,,,,,,,Male,California,Bachelor’s degree,Moderately Conservative,African American or Black,Do not actively practice a religion
1345,12055,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,27,Male,Minnesota,Bachelor’s degree,Moderately Liberal,Other race/ethnicity (including two or more),Do not actively practice a religion
1346,12063,Omnivore,,,,,,,,,,,,Female,Wyoming,Bachelor’s degree,Neutral/Centrist,White,"Christian (Catholic, Protestant, etc.)"
1347,12082,Omnivore,,,,,,,,,,,,Male,Massachusetts,Bachelor’s degree,Neutral/Centrist,White,"Christian (Catholic, Protestant, etc.)"
1348,12083,Omnivore,,,,,,,,,,,,Male,Colorado,Associate’s degree,Neutral/Centrist,White,Do not actively practice a religion
1349,12105,Omnivore,,,,,,,,,,,,Female,Texas,Associate’s degree,Neutral/Centrist,White,"Christian (Catholic, Protestant, etc.)"
1350,12124,Omnivore,,,,,,,,,,,,Male,Maine,Bachelor’s degree,Strongly Liberal,White,Jewish
1351,12127,Vegetarian,Not at All,Not at All,Strong,Strong,Not at All,Not at All,Not at All,Strong,Not at All,Not at All,12,Male,Minnesota,High school diploma (or equivalent),Neutral/Centrist,White,Do not actively practice a religion
1352,12137,Omnivore,,,,,,,,,,,,Female,North Carolina,Graduate or professional degree,Moderately Liberal,White,"Christian (Catholic, Protestant, etc.)"
1353,12139,Omnivore,,,,,,,,,,,,Female,Kansas,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
1354,12140,Omnivore,,,,,,,,,,,,Male,Tennessee,Associate’s degree,Strongly Liberal,White,"Christian (Catholic, Protestant, etc.)"
1355,12145,Omnivore,,,,,,,,,,,,Female,Pennsylvania,High school diploma (or equivalent),Neutral/Centrist,White,Do not actively practice a religion
1356,12149,Omnivore,,,,,,,,,,,,Female,Puerto Rico,"Some education after high school, no degree",Moderately Liberal,White,Do not actively practice a religion
1357,12150,Omnivore,,,,,,,,,,,,Female,California,"Some education after high school, no degree",Neutral/Centrist,White,Do not actively practice a religion
1358,12153,Omnivore,,,,,,,,,,,,Female,Maine,Bachelor’s degree,Moderately Liberal,African American or Black,"Christian (Catholic, Protestant, etc.)"
1360,12174,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,30,Female,Puerto Rico,High school diploma (or equivalent),Neutral/Centrist,White,Do not actively practice a religion
1361,12176,Omnivore,,,,,,,,,,,,Male,Texas,"Some education after high school, no degree",Neutral/Centrist,"Christian (Catholic, Protestant, etc.)","Christian (Catholic, Protestant, etc.)"
1362,12180,Omnivore,,,,,,,,,,,,Male,Utah,Graduate or professional degree,Neutral/Centrist,"Christian (Catholic, Protestant, etc.)",Buddhist
1363,12185,Omnivore,,,,,,,,,,,,Female,North Carolina,"Some education after high school, no degree",Neutral/Centrist,African American or Black,"Christian (Catholic, Protestant, etc.)"
1364,12190,Omnivore,,,,,,,,,,,,Female,Massachusetts,Graduate or professional degree,Moderately Liberal,African American or Black,"Christian (Catholic, Protestant, etc.)"
1365,12194,Vegan,Very Strong,Somewhat,Not at All,Not at All,Strong,Somewhat,Not at All,Somewhat,Somewhat,Somewhat,62,Female,California,Graduate or professional degree,Strongly Liberal,African American or Black,"Christian (Catholic, Protestant, etc.)"
1366,12197,Omnivore,,,,,,,,,,,,Male,Pennsylvania,Associate’s degree,Neutral/Centrist,White,"Christian (Catholic, Protestant, etc.)"
1367,12202,Omnivore,,,,,,,,,,,,Female,Arizona,High school diploma (or equivalent),Strongly Liberal,White,Do not actively practice a religion
1368,12239,Omnivore,,,,,,,,,,,,Male,Montana,Associate’s degree,Strongly Conservative,White,"Christian (Catholic, Protestant, etc.)"
1369,12243,Omnivore,,,,,,,,,,,,Female,Puerto Rico,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
1370,12258,Omnivore,,,,,,,,,,,,Female,Arizona,"Some education after high school, no degree",Neutral/Centrist,"Hispanic, Latino, or Spanish origin","Christian (Catholic, Protestant, etc.)"
