Survey_ID,Eater_Type,Motivation_Animal_Protection,Motivation_Concern_for_Environment,Motivation_Cost,Motivation_Health,Motivation_Religious_Spiritual_Beliefs,Motivation_Social_Influence ,Motivation_Social_Justice_or_World_Hunger,Motivation_Taste_Preferences,Motivation_Following_Food_Trend,Motivation_Feelings_of_Disgust_about_Meat,Age_Transitioned_to_Vegnism,Gender,State,Education,Political,Race_Ethnicity,Religion
11491,Omnivore,,,,,,,,,,,,Female,Connecticut,High school diploma (or equivalent),Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
11499,Vegan,Very Strong,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,24,Male,Maine,Associates degree,Neutral/Centrist,White,Do not actively practice a religion
11512,Omnivore,,,,,,,,,,,,Male,Hawaii,Bachelors degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
11517,Omnivore,,,,,,,,,,,,Female,Oregon,Associates degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
11521,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,27,Female,Washington,Bachelors degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
11532,Omnivore,,,,,,,,,,,,Female,West Virginia,Some education after high school -  no degree,Moderately Liberal,White,Do not actively practice a religion
11533,Omnivore,,,,,,,,,,,,Female,Minnesota,High school diploma (or equivalent),Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
11536,Omnivore,,,,,,,,,,,,Female,California,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
11539,Vegetarian,Very Strong,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,30,Male,Colorado,Graduate or professional degree,Moderately Liberal,White,Do not actively practice a religion
11559,Vegetarian,Not at All,Not at All,Strong,Strong,Not at All,Not at All,Not at All,Strong,Not at All,Not at All,32,Female,Wyoming,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
11560,Omnivore,,,,,,,,,,,,Male,North Carolina,Associates degree,Strongly Liberal,White,Do not actively practice a religion
11561,Omnivore,,,,,,,,,,,,Female,Indiana,Graduate or professional degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
11571,Omnivore,,,,,,,,,,,,Female,Washington,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
11578,Omnivore,,,,,,,,,,,,Female,Arizona,Bachelors degree,Neutral/Centrist,African American or Black,Christian (Catholic -  Protestant -  etc.)
11590,Omnivore,,,,,,,,,,,,Female,West Virginia,Graduate or professional degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
11598,Omnivore,,,,,,,,,,,,Male,Texas,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
11611,Omnivore,,,,,,,,,,,,Female,North Carolina,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
11635,Omnivore,,,,,,,,,,,,Male,New Hampshire,Associates degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
11649,Omnivore,,,,,,,,,,,,Female,North Carolina,Bachelors degree,Neutral/Centrist,Christian (Catholic -  Protestant -  etc.),Hindu
11653,Vegetarian,Not at All,Not at All,Not at All,Strong,Not at All,Not at All,Not at All,Mild,Not at All,Not at All,55,Male,California,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
11654,Omnivore,,,,,,,,,,,,Female,Arizona,Associates degree,Neutral/Centrist,White,Other religion (including two or more)
11666,Vegetarian,Not at All,Not at All,Strong,Strong,Not at All,Not at All,Not at All,Strong,Not at All,Not at All,13,Female,West Virginia,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
11675,Omnivore,,,,,,,,,,,,Male,California,Bachelors degree,Neutral/Centrist,Christian (Catholic -  Protestant -  etc.),Do not actively practice a religion
11677,Omnivore,,,,,,,,,,,,Female,North Carolina,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
11691,Vegetarian,Somewhat,Somewhat,Mild,Somewhat,Not at All,Not at All,Somewhat,Somewhat,Not at All,Somewhat,35,Female,North Carolina,Some education after high school -  no degree,Moderately Liberal,African American or Black,Christian (Catholic -  Protestant -  etc.)
11694,Omnivore,,,,,,,,,,,,Female,Arizona,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
11702,Omnivore,,,,,,,,,,,,Female,Massachusetts,Graduate or professional degree,Neutral/Centrist,African American or Black,Christian (Catholic -  Protestant -  etc.)
11719,Omnivore,,,,,,,,,,,,Female,Montana,Some education after high school -  no degree,Moderately Liberal,Other race/ethnicity (including two or more),Christian (Catholic -  Protestant -  etc.)
11720,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,15,Female,Oklahoma,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
11743,Omnivore,,,,,,,,,,,,Male,Kansas,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
11747,Omnivore,,,,,,,,,,,,Female,North Carolina,Graduate or professional degree,Neutral/Centrist,Native Hawaiian or other Pacific Islander,Christian (Catholic -  Protestant -  etc.)
11763,Vegetarian,Mild,Not at All,Not at All,Very Strong,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,16,Female,Virginia,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
11764,Omnivore,,,,,,,,,,,,Male,North Dakota,High school diploma (or equivalent),Neutral/Centrist,Hispanic -  Latino -  or Spanish origin,Do not actively practice a religion
11772,Omnivore,,,,,,,,,,,,Male,Texas,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
11780,Omnivore,,,,,,,,,,,,Female,North Carolina,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
11782,Omnivore,,,,,,,,,,,,Male,Pennsylvania,Some education after high school -  no degree,Strongly Liberal,White,Do not actively practice a religion
11783,Omnivore,,,,,,,,,,,,Male,New Mexico,Graduate or professional degree,Strongly Liberal,White,Jewish
11789,Omnivore,,,,,,,,,,,,Female,Minnesota,Bachelors degree,Neutral/Centrist,Christian (Catholic -  Protestant -  etc.),Hindu
11791,Omnivore,,,,,,,,,,,,Female,Georgia,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
11794,Omnivore,,,,,,,,,,,,Male,California,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
11798,Omnivore,,,,,,,,,,,,Male,Oklahoma,Graduate or professional degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
11806,Omnivore,,,,,,,,,,,,Female,New Mexico,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
11814,Omnivore,,,,,,,,,,,,Male,Texas,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
11817,Omnivore,,,,,,,,,,,,Female,Puerto Rico,Bachelors degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
11829,Omnivore,,,,,,,,,,,,Female,Indiana,Associates degree,Moderately Liberal,White,Do not actively practice a religion
11866,Omnivore,,,,,,,,,,,,Female,Minnesota,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
11869,Vegetarian,Mild,Not at All,Not at All,Very Strong,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,20,Male,California,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
11876,Omnivore,,,,,,,,,,,,Male,Arizona,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
11889,Omnivore,,,,,,,,,,,,Female,California,Graduate or professional degree,Moderately Liberal,White,Do not actively practice a religion
11892,Omnivore,,,,,,,,,,,,Male,New York,High school diploma (or equivalent),Neutral/Centrist,White,Do not actively practice a religion
11898,Omnivore,,,,,,,,,,,,Male,Minnesota,Some education after high school -  no degree,Neutral/Centrist,White,Other religion (including two or more)
11905,Omnivore,,,,,,,,,,,,Female,North Carolina,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
11906,Omnivore,,,,,,,,,,,,Female,Minnesota,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
11908,Omnivore,,,,,,,,,,,,Male,California,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
11918,Omnivore,,,,,,,,,,,,Female,Hawaii,Associates degree,Neutral/Centrist,African American or Black,Other religion (including two or more)
11935,Omnivore,,,,,,,,,,,,Female,California,Some education after high school -  no degree,Moderately Liberal,African American or Black,Christian (Catholic -  Protestant -  etc.)
11937,Omnivore,,,,,,,,,,,,Male,California,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
11942,Vegetarian,Mild,Not at All,Not at All,Very Strong,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,26,Female,California,Some education after high school -  no degree,Neutral/Centrist,Hispanic -  Latino -  or Spanish origin,Do not actively practice a religion
11943,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,23,Female,Oklahoma,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
11955,Omnivore,,,,,,,,,,,,Male,Georgia,Graduate or professional degree,Moderately Liberal,White,Do not actively practice a religion
11957,Omnivore,,,,,,,,,,,,Male,Puerto Rico,Some education after high school -  no degree,Moderately Conservative,White,Do not actively practice a religion
11959,Omnivore,,,,,,,,,,,,Male,Alabama,Associates degree,Neutral/Centrist,White,Do not actively practice a religion
11969,Omnivore,,,,,,,,,,,,Female,Montana,Less than 12th grade -  no diploma,Strongly Liberal,White,Do not actively practice a religion
11981,Omnivore,,,,,,,,,,,,Female,Iowa,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
11985,Omnivore,,,,,,,,,,,,Male,Puerto Rico,Some education after high school -  no degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
11991,Omnivore,,,,,,,,,,,,Female,California,Graduate or professional degree,Neutral/Centrist,Other race/ethnicity (including two or more),Do not actively practice a religion
12004,Omnivore,,,,,,,,,,,,Male,New York,Associates degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
12005,Omnivore,,,,,,,,,,,,Male,Rhode Island,Associates degree,Neutral/Centrist,White,Do not actively practice a religion
12027,Omnivore,,,,,,,,,,,,Female,Kentucky,Some education after high school -  no degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
12044,Omnivore,,,,,,,,,,,,Male,Hawaii,Bachelors degree,Neutral/Centrist,Christian (Catholic -  Protestant -  etc.),Hindu
12048,Omnivore,,,,,,,,,,,,Male,California,Bachelors degree,Moderately Conservative,African American or Black,Do not actively practice a religion
12055,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,27,Male,Minnesota,Bachelors degree,Moderately Liberal,Other race/ethnicity (including two or more),Do not actively practice a religion
12063,Omnivore,,,,,,,,,,,,Female,Wyoming,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
12082,Omnivore,,,,,,,,,,,,Male,Massachusetts,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
12083,Omnivore,,,,,,,,,,,,Male,Colorado,Associates degree,Neutral/Centrist,White,Do not actively practice a religion
12105,Omnivore,,,,,,,,,,,,Female,Texas,Associates degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
12124,Omnivore,,,,,,,,,,,,Male,Maine,Bachelors degree,Strongly Liberal,White,Jewish
12127,Vegetarian,Not at All,Not at All,Strong,Strong,Not at All,Not at All,Not at All,Strong,Not at All,Not at All,12,Male,Minnesota,High school diploma (or equivalent),Neutral/Centrist,White,Do not actively practice a religion
12137,Omnivore,,,,,,,,,,,,Female,North Carolina,Graduate or professional degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
12139,Omnivore,,,,,,,,,,,,Female,Kansas,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
12140,Omnivore,,,,,,,,,,,,Male,Tennessee,Associates degree,Strongly Liberal,White,Christian (Catholic -  Protestant -  etc.)
12145,Omnivore,,,,,,,,,,,,Female,Pennsylvania,High school diploma (or equivalent),Neutral/Centrist,White,Do not actively practice a religion
12149,Omnivore,,,,,,,,,,,,Female,Puerto Rico,Some education after high school -  no degree,Moderately Liberal,White,Do not actively practice a religion
12150,Omnivore,,,,,,,,,,,,Female,California,Some education after high school -  no degree,Neutral/Centrist,White,Do not actively practice a religion
12153,Omnivore,,,,,,,,,,,,Female,Maine,Bachelors degree,Moderately Liberal,African American or Black,Christian (Catholic -  Protestant -  etc.)
12174,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,30,Female,Puerto Rico,High school diploma (or equivalent),Neutral/Centrist,White,Do not actively practice a religion
12176,Omnivore,,,,,,,,,,,,Male,Texas,Some education after high school -  no degree,Neutral/Centrist,Christian (Catholic -  Protestant -  etc.),Christian (Catholic -  Protestant -  etc.)
12180,Omnivore,,,,,,,,,,,,Male,Utah,Graduate or professional degree,Neutral/Centrist,Christian (Catholic -  Protestant -  etc.),Buddhist
12185,Omnivore,,,,,,,,,,,,Female,North Carolina,Some education after high school -  no degree,Neutral/Centrist,African American or Black,Christian (Catholic -  Protestant -  etc.)
12190,Omnivore,,,,,,,,,,,,Female,Massachusetts,Graduate or professional degree,Moderately Liberal,African American or Black,Christian (Catholic -  Protestant -  etc.)
12194,Vegan,Very Strong,Somewhat,Not at All,Not at All,Strong,Somewhat,Not at All,Somewhat,Somewhat,Somewhat,62,Female,California,Graduate or professional degree,Strongly Liberal,African American or Black,Christian (Catholic -  Protestant -  etc.)
12197,Omnivore,,,,,,,,,,,,Male,Pennsylvania,Associates degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
12202,Omnivore,,,,,,,,,,,,Female,Arizona,High school diploma (or equivalent),Strongly Liberal,White,Do not actively practice a religion
12239,Omnivore,,,,,,,,,,,,Male,Montana,Associates degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
12243,Omnivore,,,,,,,,,,,,Female,Puerto Rico,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
12258,Omnivore,,,,,,,,,,,,Female,Arizona,Some education after high school -  no degree,Neutral/Centrist,Hispanic -  Latino -  or Spanish origin,Christian (Catholic -  Protestant -  etc.)
12271,Omnivore,,,,,,,,,,,,Female,Wisconsin,Associates degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
12272,Omnivore,,,,,,,,,,,,Male,Oklahoma,Bachelors degree,Moderately Conservative,White,Do not actively practice a religion
12273,Vegan,Somewhat,Mild,Not at All,Somewhat,Not at All,Mild,Mild,Mild,Not at All,Not at All,50,Male,North Carolina,Graduate or professional degree,Moderately Liberal,Christian (Catholic -  Protestant -  etc.),Do not actively practice a religion
12274,Omnivore,,,,,,,,,,,,Female,Colorado,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
12277,Omnivore,,,,,,,,,,,,Female,Indiana,Some education after high school -  no degree,Neutral/Centrist,African American or Black,Christian (Catholic -  Protestant -  etc.)
12278,Omnivore,,,,,,,,,,,,Female,Texas,Graduate or professional degree,Moderately Liberal,White,Do not actively practice a religion
12287,Omnivore,,,,,,,,,,,,Female,Wisconsin,Graduate or professional degree,Neutral/Centrist,African American or Black,Muslim
12288,Omnivore,,,,,,,,,,,,Female,California,High school diploma (or equivalent),Strongly Conservative,African American or Black,Christian (Catholic -  Protestant -  etc.)
12291,Omnivore,,,,,,,,,,,,Male,New Jersey,Bachelors degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
12294,Omnivore,,,,,,,,,,,,Male,Michigan,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
12296,Omnivore,,,,,,,,,,,,Female,Idaho,Some education after high school -  no degree,Neutral/Centrist,Hispanic -  Latino -  or Spanish origin,Christian (Catholic -  Protestant -  etc.)
